UF,Município,Tipo Unidade,Tipo Estabelecimento,Natureza Jurídica,Status Unidade,Conexão Internet,NU_LATITUDE,NU_LONGITUDE
MA,sao jose de ribamar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2545035,-44204357
MA,sao mateus do maranhao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-404,-4447
MA,sao pedro dos crentes,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-6826,-46532
MA,sao raimundo das mangabeiras,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7022,-45481
MA,sao vicente ferrer,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2894,-4488
MA,sao vicente ferrer,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2890731,-44886904
MA,sao vicente ferrer,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-285166908041074,-44951406
MA,carutapera,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-137281632077699,-46115627
MA,santa rita,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-315937032639351,-44284343
MA,carutapera,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-12085352146684,-46015334
MA,sao jose de ribamar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-25505243,-44075638
MA,senador alexandre costa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5256,-44056
MA,serrano do maranhao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1856,-45123
MA,serrano do maranhao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-185512069259633,-45109047
MA,sao raimundo do doca bezerra,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-510331903666873,-45084543
MA,sucupira do norte,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-647700451606485,-44191987
MA,sucupira do norte,43,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-647745758099768,-44191324
MA,sucupira do norte,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-647698852553039,-44191989
MA,sucupira do norte,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-647700185097581,-44191984
MA,sucupira do norte,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-647724970419665,-44189994
MA,sucupira do riachao,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-636506,-4341001
MA,sucupira do riachao,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-6455932,-43578353
MA,tasso fragoso,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-791374461521009,-45609108
MA,timbiras,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-4255,-43941
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51344783,-42834785
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51023325,-42844951
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-508342082666892,-42855949
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-510007039141136,-42852923
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51063552,-4282832
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-5094,-42837
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-5140791,-42837
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51098524,-42837032
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-509556073160285,-42849726
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-507777825771866,-42840843
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-50998959,-42849726
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-5140791,-4282505
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51023325,-42837
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51088976,-4283408
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51368215,-42834986
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-508307885419974,-42844533
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-501523649103131,-4299478
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-50998959,-42837
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-507264860673276,-42880325
MA,tuntum,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5258,-44649
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-174418,-4539551
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-166122,-4536448
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1694743,-4559591
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-157067,-4549159
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-201653,-4544644
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-151789,-4552304
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-165741,-4543707
MA,turiacu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-144501,-4542637
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2757679,-42267638
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-276199118099182,-42273974
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3066779,-42562878
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3031624,-42497846
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2786365,-42335406
MA,tutoia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2774496,-42312559
MA,urbano santos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3208,-43404
MA,vargem grande,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-36073289,-43747887
MA,viana,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-322,-45004
MA,vila nova dos martirios,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-519848417570577,-48065872
MA,vitoria do mearim,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-345713458301666,-44873678
MA,vitorino freire,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-4298,-45248835
MA,vitorino freire,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-39198634,-45354245
MA,vitorino freire,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-433271773580634,-45117073
MA,buriti bravo,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5913237,-43804045
MA,paco do lumiar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-24955395,-44101483
MA,sao domingos do azeitao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-681,-44645
MA,sao raimundo das mangabeiras,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-69827,-456783
MA,sao raimundo das mangabeiras,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-71494796,-45711706
MA,bom lugar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-437464271659163,-4503755
MA,cajari,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3544865,-45036561
MA,paco do lumiar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-247318320051723,-44126919
MA,sao domingos do azeitao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-68100048741031,-44644996
MA,jatoba,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-581555340843625,-44204628
MA,sao domingos do maranhao,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-556602,-44212148
MA,sao jose de ribamar,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2517059,-44041644
MA,sambaiba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7373735,-4551114
MA,magalhaes de almeida,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-33898777367388,-42215867
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-27346508,-443508
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-276104813982666,-4436717
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-253581190599887,-44317731
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-253589765263589,-44317796
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-253581190599887,-4431698
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-26198743,-44311908
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-253581190599887,-44320027
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-511077803489876,-42831401
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-512924349042932,-42824707
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-51211423,-42839346
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-5140791,-42840294
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-508376279895655,-42857837
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-5094,-42852923
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-513821956070664,-42847709
MA,sao luis,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-253585477931808,-44317023
MA,barao de grajau,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-675603036483075,-43023989
MA,barao de grajau,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-67540859446231,-43036918
MA,barao de grajau,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-675605167350206,-43023962
MA,timon,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-509521876558667,-42831058
MA,maranhaozinho,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-223753598278794,-45853084
MG,caratinga,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1979,-42139
MG,joao pinheiro,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-177373645576631,-46157126
MG,sao goncalo do sapucai,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21892,-45595
MG,sao goncalo do sapucai,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-218952244,-45597926
MG,manhumirim,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20358,-41958
MG,ponte nova,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-204140532,-42898816
MG,ponte nova,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20416,-42909
MG,ponte nova,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-204518044,-43002312
MG,ponte nova,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-203433836,-42911501
MG,ponte nova,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-203860312,-42903622
MG,ponte nova,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-204187892,-42911338
MG,esmeraldas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-198068566,-44309131
MG,ladainha,72,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,Habilitada,Não Conectada,-176490931253981,-41664276
MG,itapecerica,72,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20473,-45126
MG,aiuruoca,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21905146,-44685841
MG,alem paraiba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-218790224889937,-42704887
MG,alem paraiba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21876343,-42697476
MG,alvorada de minas,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-18785952,-43377963
MG,antonio carlos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-212854666,-43827879
MG,aracuai,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-168656482,-42063754
MG,araguari,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-186518059,-4820771
MG,araguari,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-186480933,-48188871
MG,araguari,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-186551366,-48213026
MG,aricanduva,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-17867,-42557
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-212193719,-43760958
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21302034,-43621904
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21257701,-4380728
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21216415,-43783426
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21223516,-43738136
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21199262,-43798643
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21291911,-43982017
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21223236,-43792124
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-212038822,-43750451
MG,barbacena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-211951277,-43639928
MG,barbacena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21209031,-43746005
MG,barbacena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-212811873,-43772732
MG,barbacena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21207483,-43774775
MG,belo vale,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20408,-44024
MG,betim,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199415269,-44107557
MG,betim,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199873579,-4415317
MG,betim,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200033583,-44169566
MG,bom despacho,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-19736,-45252
MG,bom despacho,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-197546067,-45256324
MG,bom despacho,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-197542942,-45257529
MG,bom repouso,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2244622,-4622904
MG,bonito de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-153240470536733,-44754459
MG,borda da mata,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-22274,-46165
MG,borda da mata,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-222769577,-46163925
MG,borda da mata,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-222762532,-46164077
MG,borda da mata,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-222739268373269,-46165022
MG,brasilia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-160955489,-44389611
MG,brasilia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-162025318,-44428751
MG,brasilia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-163306828203814,-44325714
MG,brasilia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-163798166,-44441929
MG,brasilia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1607982,-44480521
MG,brasilia de minas,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-161401559753009,-44315757
MG,brasilia de minas,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-160665526,-44395085
MG,brasilia de minas,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-160782746,-44480725
MG,buritis,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-153408298453235,-46326878
MG,buritis,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-154996923282393,-46579939
MG,cabo verde,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21472,-46396
MG,campina verde,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-195311298,-49496747
MG,carmo da cachoeira,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21455154,-45059521
MG,conceicao das alagoas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199246177228726,-48373832
MG,conceicao das alagoas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-19915,-48388
MG,conceicao do mato dentro,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-190277283,-43425534
MG,congonhas,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20498,-43865
MG,conselheiro lafaiete,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-206696209,-43782425
MG,conselheiro lafaiete,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-206728987,-43762518
MG,conselheiro lafaiete,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-198822557820704,-43926113
MG,conselheiro lafaiete,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199336071736653,-44003331
MG,conselheiro lafaiete,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2068838,-4378123
MG,contagem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-198240310487797,-44075035
MG,contagem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199351937,-44055998
MG,coronel fabriciano,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-195051544,-42604138
MG,desterro do melo,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21147,-43518
MG,divinolandia de minas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-18804,-42598
MG,dores do turvo,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-20976,-43189
MG,eloi mendes,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21600476,-45560579
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228535268,-46310839
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228613073659356,-46325912
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228505978,-46314035
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228151316074597,-46270852
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228509266020375,-4622137
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228310526432848,-46321728
MG,extrema,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-228624146006235,-46327253
MG,felicio dos santos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-18077,-43247
MG,francisco sa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-164024943661622,-4356491
MG,governador valadares,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-188541464000175,-4193891
MG,governador valadares,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-188373654819845,-41953097
MG,governador valadares,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-189061278318924,-41986228
MG,governador valadares,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-188429997439892,-4192346
MG,ibia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-19478,-46539
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200294485058482,-44038589
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200366747,-440639
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200292607229195,-44038205
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199797416042537,-44067556
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200214251,-4406215
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199936215,-44075246
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199755835814231,-44066998
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200169312659554,-4408928
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199957076354456,-44061835
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200031081,-44088631
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200236236,-44041836
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200380111652157,-4405451
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200243193616351,-44041015
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199884103,-44072945
MG,ibirite,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-19983516,-44078021
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200090568,-44044428
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-200250888,-44035838
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199896781907893,-44070678
MG,ibirite,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-199893131,-44056088
